snes-02122	A photograph shows people lining up outside a Houston, Texas shelter to turn in unwanted animals to be euthanized.	mostly false	https://www.snopes.com/fact-check/shelter-pets-surrender-photo/	None	Viral Phenomena	None	Dan MacGuill	None	Does a Viral Image Show People Lining Up to Surrender Their Pets for Euthanasia?	29 June 2017	None	['Texas', 'Houston']
snes-03622	Hillary Clinton trashed Beyonce using racial slurs at a November 2016 campaign event.	false	https://www.snopes.com/fact-check/hillary-caught-trashing-beyonce/	None	Politics	None	David Emery	None	Hillary Caught on Hot Mic Trashing Beyoncé with Racial Slurs	5 November 2016	None	['None']
snes-06298	A bank employee embezzled a large sum by stealing small amounts of money from many different accounts.	legend	https://www.snopes.com/fact-check/the-salami-technique/	None	Business	None	David Mikkelson	None	The Salami Embezzlement Technique	22 February 2001	None	['None']
snes-02511	Is Samantha Bee's Husband Fighting to Keep Poor People Out of His Child's School?	false	https://www.snopes.com/fact-check/samantha-bees-husband-school/	None	Politics	None	Dan Evon	None	Is Samantha Bee’s Husband Fighting to Keep Poor People Out of His Child’s School?	2 May 2017	None	['None']
snes-05805	Photographs show icebergs with multi-colored striping taken in Lake Michigan.	miscaptioned	https://www.snopes.com/fact-check/striped-icebergs/	None	Fauxtography	None	David Mikkelson	None	Striped Icebergs in Lake Michigan	8 May 2008	None	['None']
snes-04363	Actor Jaden Smith committed suicide in July 2016.	false	https://www.snopes.com/fact-check/jaden-smith-commits-suicide/	None	Junk News	None	Dan Evon	None	Jaden Smith Commits Suicide	28 July 2016	None	['None']
snes-03945	Donald Trump deleted a years-old claim that China invented the concept of global warming from his Twitter account.	false	https://www.snopes.com/fact-check/trump-deletes-global-warning-claim/	None	Uncategorized	None	Brooke Binkowski	None	Trump Deletes ‘Global Warning’ Claim?	26 September 2016	None	['China']
snes-03281	The city of Las Vegas is now powered completely by renewable energy.	mostly true	https://www.snopes.com/fact-check/las-vegas-now-powered-entirely-renewable-energy/	None	Uncategorized	None	Bethania Palma	None	Las Vegas Now Powered Entirely with Renewable Energy	21 December 2016	None	['Las_Vegas']
snes-00045	A 26-year-old man named Alex Smith of Minneapolis died because he had aged out of his mother's health insurance and couldn't afford insulin.	true	https://www.snopes.com/fact-check/alex-smith-died-couldnt-afford-insulin/	None	Politics	None	David Emery	None	Did Alex Smith Die at Age 26 Because He Couldn’t Afford Insulin?	24 September 2018	None	['Minneapolis']
snes-05704	CFL light bulbs are dangerous compared to conventional incandescent bulbs because they emit higher levels of radiation.	mixture	https://www.snopes.com/fact-check/cfl-light-bulbs-soft-attack/	None	Medical	None	Dan Evon	None	Do CFL Light Bulbs Emit Harmful Levels of Radiation?	30 March 2015	None	['None']
snes-06004	The use of cellular phones poses a danger of touching off explosions at gas stations	false	https://www.snopes.com/fact-check/fuelish-pleasures/	None	Automobiles	None	David Mikkelson	None	Is Cell Phone Use at Gas Pump Dangerous?	10 April 2001	None	['None']
snes-05279	The University of Connecticut (UConn) is constructing a dormitory solely to house black students.	false	https://www.snopes.com/fact-check/blacks-dorm-uconn/	None	Politics	None	Kim LaCapria	None	Black Student Only Dorm at UConn?	2 February 2016	None	['University_of_Connecticut']
snes-03514	People protesting Donald Trump's presidency will be charged with terrorism under a new law.	mostly false	https://www.snopes.com/fact-check/law-charges-protesters-with-terrorism/	None	Junk News	None	Dan Evon	None	Law Charges Protesters With Terrorism?	18 November 2016	None	['None']
snes-04830	Hillary Clinton successfully defended an accused child rapist and later laughed about the case.	mostly false	https://www.snopes.com/fact-check/hillary-clinton-freed-child-rapist-laughed-about-it/	None	Politicians	None	Kim LaCapria	None	Hillary Clinton Freed Child Rapist	2 May 2016	None	['None']
snes-01193	Beyoncé revealed that according to a DNA test, she is related to the Rockefellers and the British royal family.	false	https://www.snopes.com/fact-check/did-beyonce-say-descended-illuminati/	None	Junk News	None	Arturo Garcia	None	Did Beyoncé Say That She Is a Descendant of the ‘Illuminati’?	17 January 2018	None	['United_Kingdom', 'Rockefeller_family']
snes-01827	Shark Swims in Houston Streets?	false	https://www.snopes.com/fact-check/shark-street-hurricane/	None	Fauxtography	None	David Mikkelson	None	Does This Picture Show a Shark Swimming Down a Highway After a Hurricane?	29 August 2011	None	['None']
snes-01088	A photograph shows former deputy director of the FBI Andrew McCabe being escorted out of the building by security after he left his position in January 2018.	miscaptioned	https://www.snopes.com/fact-check/was-mccabe-escorted-fbi-building/	None	Uncategorized	None	Dan Evon	None	Did Security Escort Andrew McCabe Out of the FBI Building?	1 February 2018	None	['Federal_Bureau_of_Investigation']
snes-01412	Actor Keanu Reeves stated that Hollywood elites engage in the ritual abuse of children and the practice of drinking their blood.	false	https://www.snopes.com/fact-check/keanu-reeves-blood-drinking/	None	Junk News	None	David Mikkelson	None	Did Keanu Reeves Say Hollywood Elites Use the ‘Blood of Babies’ to Get High?	22 November 2017	None	['Keanu_Reeves']
snes-05874	The term 86 (to get rid of someone or something) entered the English language as part of a restaurant code.	legend	https://www.snopes.com/fact-check/86/	None	Language	None	David Mikkelson	None	Etymology of 86	10 March 2009	None	['English_language']
snes-00679	Liberals at the University of Texas called for masculinity to be designated a mental illness	false	https://www.snopes.com/fact-check/university-of-texas-masculinity/	None	Politics	None	Dan MacGuill	None	Do ‘Liberals’ at the University of Texas Want to Designate Masculinity a Mental Illness?	1 May 2018	None	['University_of_Texas_at_Austin']
snes-01535	As of October 2017, would-be recipients of a repair grant from Dickinson, Texas, must promise not to boycott Israel.	true	https://www.snopes.com/fact-check/texas-harvey-israel/	None	Politics	None	Dan MacGuill	None	Did a City in Texas Require Harvey Aid Recipients to Promise Not to Boycott Israel?	24 October 2017	None	['Texas', 'Israel']
snes-00656	Cargo lost in the Titanic's sinking led to the creation of the Cinco de Mayo observance.	false	https://www.snopes.com/fact-check/sinko-de-mayo/	None	Humor	None	David Mikkelson	None	Sinko de Mayo	5 May 2018	None	['None']
snes-04000	A WikiLeaks' DNC e-mail dump captured Democratic staffers referring to voters in Pennsylvania and Ohio as "white trash" and "stupid."	false	https://www.snopes.com/fact-check/pa-and-oh-voters-white-trash/	None	Junk News	None	Kim LaCapria	None	DNC Called Pennsylvania and Ohio Voters ‘White Trash’?	19 September 2016	None	['Ohio', 'Pennsylvania', 'Democratic_Party_(United_States)', 'Democratic_National_Committee']
snes-04195	President Obama said, "Even terrorists have rights and we should respect them."	false	https://www.snopes.com/fact-check/obama-even-terrorists-have-rights/	None	Politics	None	David Emery	None	President Obama: ‘Even Terrorists Have Rights and We Should Respect Them’	23 August 2016	None	['Barack_Obama']
snes-04040	A video shows a "mysterious rain" all falling in "one spot."	false	https://www.snopes.com/fact-check/togo-rain-mystery-video/	None	Fauxtography	None	Dan Evon	None	‘Rain Falling in One Spot’	31 May 2016	None	['None']
snes-04896	Disney is replacing its popular "Tower of Terror" attraction with "Elsa's Ice Castle."	false	https://www.snopes.com/fact-check/disney-tower-terror-frozen/	None	Disney	None	Kim LaCapria	None	Disney Replacing Tower of Terror with Elsa’s Ice Castle?	18 April 2016	None	['None']
snes-05336	A photograph shows Abraham posing with author Edgar Allan Poe.	false	https://www.snopes.com/fact-check/lincoln-meets-poe/	None	Fauxtography	None	David Mikkelson	None	FAKE: Abraham Lincoln Meets Edgar Allan Poe	21 January 2016	None	['None']
snes-03759	The town of Clinton, IN, is changing its name to avoid being associated with Hillary Clinton.	false	https://www.snopes.com/fact-check/clinton-town-to-change-name/	None	Uncategorized	None	Arturo Garcia	None	Small Indiana Town to Change Name to Avoid Clinton Reference	19 October 2016	None	['Bill_Clinton', 'Hillary_Rodham_Clinton']
snes-04986	Stanford University rejected all applicants for the Class of 2020, cementing their status as an upper-crust institution.	false	https://www.snopes.com/fact-check/frank-bruni-college-admissions/	None	Uncategorized	None	Kim LaCapria	None	Frank Bruni ‘College Admissions Shocker’ Satire	30 March 2016	None	['None']
snes-04983	Photograph shows crates in which calves are kept immobilized for six weeks before they are slaughtered for veal.	false	https://www.snopes.com/fact-check/veal-crates/	None	Uncategorized	None	David Mikkelson	None	Veal Crates	30 March 2016	None	['None']
snes-04054	In 2013, Donald Trump extended his best wishes to all, even the "haters and losers," via Twitter on the anniversary of 9/11.	true	https://www.snopes.com/fact-check/donald-trump-haters-and-losers/	None	Politicians	None	Dan Evon	None	‘Haters and Losers’	12 September 2016	None	['None']
snes-02718	The IRS gave preferential "fast tracking" for tax exempt status to After School Satan clubs run by the Satanic Temple.	false	https://www.snopes.com/fact-check/irs-satan-clubs/	None	Uncategorized	None	Bethania Palma	None	Did the IRS ‘Fast Track’ Tax-Exempt Status for ‘After School Satan’ Clubs?	28 March 2017	None	['None']
snes-02193	Is James Comey 'Best Friends' With Robert Mueller, and Is That a Conflict of Interest?	mostly false	https://www.snopes.com/fact-check/comey-mueller-besties/	None	Politics	None	Bethania Palma	None	Is James Comey ‘Best Friends’ with Robert Mueller, And Is That Friendship a Conflict of Interest?	16 June 2017	None	['None']
snes-02502	A Japanese study found electronic cigarettes (popularly called "e-cigs") contain ten times as many carcinogens as tobacco cigarettes.	mostly false	https://www.snopes.com/fact-check/e-cigarettes-cancer-formaldehyde/	None	Medical	None	Kim LaCapria	None	Do E-Cigarettes Really Contain Ten Times the Carcinogens of Tobacco Cigarettes?	3 May 2017	None	['Japan']
snes-00719	Did the UK’s Prime Minister Remind Parents the State Owns Their Children?	false	https://www.snopes.com/fact-check/did-uk-prime-minister-state-owns-children/	None	Junk News	None	Dan Evon	None	Did the UK’s Prime Minister Remind Parents the State Owns Their Children?	25 April 2018	None	['None']
snes-00098	A meme accurately compares police training and police killings in the United States and three Nordic countries.	mixture	https://www.snopes.com/fact-check/police-training-killings-usa-nordic/	None	Crime	None	Dan MacGuill	None	Police Training and Police Killings: USA vs. the Nordic Countries	11 September 2018	None	['United_States', 'Nordic_countries']
snes-03393	Newport developed marijuana cigarettes which will be available for purchase "next year."	false	https://www.snopes.com/fact-check/newport-introduces-marijuana-cigarettes-on-sale-worldwide/	None	Junk News	None	Kim LaCapria	None	Has Newport Introduced Marijuana Cigarettes on Sale Worldwide?	8 December 2016	None	['None']
snes-01629	Las Vegas shooter Stephen Paddock died in 2013.	false	https://www.snopes.com/fact-check/las-vegas-shooter-died-in-2013/	None	Crime	None	Dan Evon	None	Las Vegas Shooter Died in 2013?	4 October 2017	None	['None']
snes-06430	A children's radio show host, thinking that his microphone had been turned off, wrapped up his broadcast one evening by inadvertently blurting out over the air, "There, that oughta hold the little bastards!"	false	https://www.snopes.com/fact-check/that-oughta-hold-the-little-bastards/	None	Entertainment	None	David Mikkelson	None	Uncle Don Rumor	24 December 1998	None	['None']
snes-05373	The Pentagon purchased five million Powerball tickets at a cost of $10 million so they could buy more F-35s if they won.	false	https://www.snopes.com/fact-check/pentagon-spends-powerball-tickets/	None	Junk News	None	Kim LaCapria	None	Pentagon Spends $10 Million on Powerball Tickets?	13 January 2016	None	['The_Pentagon']
snes-02238	Former First Lady of the Philippines Imelda Marcos died of a cardiac arrest in June 2017.	false	https://www.snopes.com/fact-check/imelda-marcos-death-hoax/	None	Junk News	None	Kim LaCapria	None	Imelda Marcos Dead?	9 June 2017	None	['None']
snes-02557	A video shows a real sea roach.	false	https://www.snopes.com/fact-check/sea-roach/	None	Fauxtography	None	Dan Evon	None	Is This a Real ‘Sea Roach’?	22 April 2017	None	['None']
snes-03625	Hillary Clinton and John Podesta practice a satanic ritual known as "spirit cooking."	false	https://www.snopes.com/fact-check/john-podesta-spirit-cooking/	None	Uncategorized	None	Dan Evon	None	Was Clinton Campaign Chairman John Podesta Involved in Satanic ‘Spirit Cooking’?	4 November 2016	None	['None']
snes-00756	A video shows a Vermont State Trooper's being attacked by a group of children on a school bus.	false	https://www.snopes.com/fact-check/vermont-state-trooper-attacked-hooligans/	None	Fauxtography	None	Dan Evon	None	Was a Vermont State Trooper Attacked by ‘Hooligans’?	16 April 2018	None	['None']
snes-03226	President Obama issued a full pardon for rapper C-Murder.	false	https://www.snopes.com/fact-check/obama-pardoned-c-murder/	None	Junk News	None	Dan Evon	None	President Obama Pardoned Rapper C-Murder?	31 December 2016	None	['Barack_Obama', 'C-Murder']
snes-04808	Elsa will have a female love interest in the sequel to "Frozen."	false	https://www.snopes.com/fact-check/female-love-interest-frozen/	None	Fauxtography	None	Kim LaCapria	None	Elsa to Have Female Love Interest in ‘Frozen’ Sequel	5 May 2016	None	['None']
snes-06396	KFC and Fried	false	https://www.snopes.com/fact-check/kfc-and-fried/	None	Lost Legends	None	Snopes Staff	None	Why Did Kentucky Fried Chicken Change Their Name to ‘KFC’?	27 January 2000	None	['None']
snes-06323	Payment of U.S. federal income taxes is voluntary.	false	https://www.snopes.com/fact-check/is-income-tax-voluntary/	None	Business	None	David Mikkelson	None	Is Payment of Income Taxes Voluntary?	14 April 2010	None	['United_States']
snes-00820	The latest social media craze entails teens making videos of themselves snorting condoms into their nostrils and pulling them out through their mouths.	mostly false	https://www.snopes.com/fact-check/condom-snorting-challenge/	None	Viral Phenomena	None	David Emery	None	Is the ‘Condom Snorting Challenge’ a Real Teen Trend?	2 April 2018	None	['None']
snes-03296	Adam Saleh was ejected from a Delta flight for speaking Arabic.	false	https://www.snopes.com/fact-check/did-delta-eject-passenger-adam-saleh-for-speaking-arabic/	None	Racial Rumors	None	Kim LaCapria	None	Delta Ejects Passenger for Speaking Arabic	21 December 2016	None	['Arabic_language']
snes-01353	The Palestinian National Authority has announced that it will recognize Texas as a state of Mexico.	false	https://www.snopes.com/fact-check/palestinians-texas-mexico/	None	Junk News	None	David Mikkelson	None	Did Palestinians Recognize Texas as Part of Mexico?	7 December 2017	None	['Mexico', 'Texas']
snes-05590	Chris Christie said that teachers should make only minimum wage plus bonuses.	false	https://www.snopes.com/fact-check/chris-christie-teacher-minimum-wage/	None	Junk News	None	Dan Evon	None	Chris Christie Said Teachers Should Only Make Minimum Wage?	26 August 2015	None	['None']
snes-01809	After Hurricane Harvey, jobs for "FEMA field inspectors" paying between $2,000 and $5,000 were available immediately with few qualifications.	mostly true	https://www.snopes.com/fact-check/fema-field-inspectors/	None	Fraud & Scams	None	Kim LaCapria	None	Is FEMA Hiring ‘Field Inspectors’ and Paying Them Thousands Per Week?	30 August 2017	None	['None']
snes-01829	Mickey Mantle sent a crude response when Yankees publicity officials asked him to describe his "outstanding event" at Yankee Stadium.	true	https://www.snopes.com/fact-check/mantle-piece/	None	Media Matters	None	David Mikkelson	None	Mickey Mantle’s Outstanding Event	26 June 2006	None	['Mickey_Mantle', 'New_York_Yankees', 'Yankee_Stadium']
snes-04129	Hillary Clinton used a green screen to add fake audience members during her August 2016 speech in Nevada.	false	https://www.snopes.com/fact-check/hillary-clinton-used-green-screen-to-make-a-fake-crowd-in-nevada/	None	Fauxtography	None	Dan Evon	None	Hillary Clinton Used Green Screen to Make a Fake Crowd in Nevada	31 August 2016	None	['Nevada']
snes-02485	Bill Nye proposed penalizing families with too many children to reduce population growth and slow climate change.	false	https://www.snopes.com/fact-check/bill-nye-extra-kids/	None	Science	None	David Emery	None	Did Bill Nye Say Parents Should Be Penalized for Having ‘Extra Kids’?	5 May 2017	None	['None']
snes-05742	Photograph depicts a woman in Saudi Arabia whose mouth and eye were sewn shut because she professed her Christian faith.	false	https://www.snopes.com/fact-check/sewn-from-whole-cloth/	None	Uncategorized	None	David Mikkelson	None	Christian Woman Has Mouth, Eye Sewn Shut in Saudi Arabia for Professing Jesus as Her Savior	27 April 2015	None	['Saudi_Arabia', 'Christian']
snes-02533	Did Bill Nye Say Gender is Determined 'by Your Chromosomes?'	false	https://www.snopes.com/fact-check/bill-nye-gender-chromosomes/	None	Science	None	Dan Evon	None	Did Bill Nye Say Gender is Determined ‘by Your Chromosomes?’	27 April 2017	None	['None']
snes-04960	HUD is attempting to pass a law banning tiny houses and RV living.	false	https://www.snopes.com/fact-check/hud-tiny-homes-ban/	None	Fauxtography	None	Kim LaCapria	None	HUD Tiny Homes Ban	4 April 2016	None	['None']
snes-00853	Does This Video Show a Car Exploding at a Gas Station Due to Cellphone Use?	miscaptioned	https://www.snopes.com/fact-check/cell-phone-explosion-gas-station/	None	Fauxtography	None	Dan MacGuill	None	Does This Video Show a Car Exploding at a Gas Station Due to Cellphone Use?	22 March 2018	None	['None']
snes-01510	A picture shows Vice President Joe Biden groping Stephanie Carter, wife of former defense secretary Ash Carter, during a government ceremony.	false	https://www.snopes.com/fact-check/joe-biden-grope-photograph/	None	Fauxtography	None	Dan Evon	None	Did Joe Biden Grope Stephanie Carter During a Government Ceremony?	27 October 2017	None	['Joe_Biden']
snes-06081	Barack Obama has announced that he is running for a third term as president.	false	https://www.snopes.com/fact-check/false-obama-announces-plans-for-a-third-term-presidential-run/	None	Uncategorized	None	David Mikkelson	None	Obama Announces Plans for a Third Term Presidential Run	20 May 2014	None	['None']
snes-01520	Photographs show a 2011 NFL Veterans Day tribute that ESPN omitted from their pre-game coverage.	true	https://www.snopes.com/fact-check/veterans-day-tribute/	None	Fauxtography	None	David Mikkelson	None	Veterans Day Tribute at Lambeau Field Not Aired by ESPN?	26 January 2012	None	['None']
snes-01077	Was Jay-Z Filmed Punching a 12-Year-Old Female Fan?	false	https://www.snopes.com/fact-check/jay-z-filmed-punching-12-year-old-female-fan/	None	Fauxtography	None	Dan Evon	None	Was Jay-Z Filmed Punching a 12-Year-Old Female Fan?	2 February 2018	None	['None']
snes-04153	Hillary Rodham failed her 1973 attempt to pass the District of Columbia bar exam.	true	https://www.snopes.com/fact-check/no-bar-to-success/	None	Politicians	None	David Mikkelson	None	Hillary Clinton Failed D.C. Bar Exam	18 March 2015	None	['Washington,_D.C.', 'Hillary_Rodham_Clinton']
snes-03199	Six anti-Trump protesters were killed by a truck in the course of demonstrating on a freeway.	false	https://www.snopes.com/fact-check/anti-trump-protesters-killed-on-freeway/	None	Junk News	None	Kim LaCapria	None	Were Six Anti-Trump Protesters Killed by a Truck While Blocking a Freeway?	6 January 2017	None	['None']
snes-00238	A photograph shows a woman buried up to her neck jsut before being stoned to death in Iran.	miscaptioned	https://www.snopes.com/fact-check/buried-woman-stoned-photo/	None	Fauxtography	None	David Mikkelson	None	Does This Photograph Show a Woman About to Be Stoned to Death in Iran?	9 August 2018	None	['Iran']
snes-02775	The simultaneous death of infant twins in Turkey in 2002 was connected to their having recently received vaccinations.	unproven	https://www.snopes.com/fact-check/infant-twins-die-simultaneously-vaccines/	None	Science	None	Alex Kasprak	None	Infant Twins Die Simultaneously After Vaccines?	15 March 2017	None	['None']
snes-03949	A resident of East Texas shared his opinion of the Black Lives Matter movement.	correct attribution	https://www.snopes.com/fact-check/texas-man-speaks-about-black-lives-matter/	None	Viral Phenomena	None	Dan Evon	None	Texas Man Speaks About Black Lives Matter	26 September 2016	None	['East_Texas']
snes-05041	A photograph shows a pilot taking a selfie out of a plane window.	false	https://www.snopes.com/fact-check/pilot-cockpit-selfie/	None	Fauxtography	None	Dan Evon	None	Does This Photograph Show a Pilot Taking a Selfie Out a Plane Window?	20 March 2016	None	['None']
snes-02939	President Trump sent former President Obama a bill for vacations he took with taxpayer money.	false	https://www.snopes.com/fact-check/did-trump-end-obamas-vacation-scam/	None	Junk News	None	Dan Evon	None	Did Trump Just End Obama’s ‘Vacation Scam’?	14 February 2017	None	['Barack_Obama']
snes-05465	A fan was beaten up by moviegoers after spoiling the new Star Wars movie.	false	https://www.snopes.com/fact-check/false-star-wars-fan-beaten-sharing-spoilers/	None	Junk News	None	Dan Evon	None	FALSE: Star Wars Fan Beaten For Sharing Spoilers	20 December 2015	None	['None']
snes-00810	Actor Channing Tatum and dancer and actor Jenna Dewan announced their separation in April 2018.	true	https://www.snopes.com/fact-check/channing-tatum-jenna-dewan-divorce/	None	Entertainment	None	Dan MacGuill	None	Did Channing Tatum and Jenna Dewan Break Up?	4 April 2018	None	['Jenna_Dewan']
snes-03402	White House Press Secretary Josh Earnest said World War II veterans who felt "embittered" by diplomatic relations with Japan on the anniversary of Pearl Harbor in 2016 should "get over it."	mostly false	https://www.snopes.com/fact-check/white-house-press-secretary-say-wwii-vets-upset-japan-visit-get/	None	Politics	None	Kim LaCapria	None	Did the White House Press Secretary Say That WWII Vets Upset About Japan Visit Should ‘Get Over It’?	7 December 2016	None	['Japan', 'White_House', 'World_War_II']
snes-02110	Does Lip Balm Work as a Scantron Test Hack?	false	https://www.snopes.com/fact-check/bubble-buoyed/	None	College	None	Snopes Staff	None	Does Lip Balm Work as a Scantron Test Hack?	22 December 2006	None	['None']
snes-00254	Dwayne Johnson is giving away money and cars to Facebook users who share a post and click links.	scam	https://www.snopes.com/fact-check/dwayne-johnson-giveaway/	None	Fraud & Scams	None	David Mikkelson	None	Is Dwayne ‘The Rock’ Johnson Holding a Facebook Giveaway?	6 August 2018	None	['None']
snes-00193	All of the drivers arrested in 282 traffic stops in Polk County, Iowa, were African-American.	mixture	https://www.snopes.com/fact-check/traffic-arrests-polk-county/	None	Politics	None	Bethania Palma	None	Did African-American Drivers Comprise 100% of the Traffic Arrests in Polk County, Iowa?	21 August 2018	None	['Iowa', 'Polk_County,_Florida', 'African_American']
snes-00694	Planned Parenthood issued a statement in defense of Bill Cosby after the comedian was convicted of felony sexual assault.	false	https://www.snopes.com/fact-check/did-planned-parenthood-defend-bill-cosby/	None	Junk News	None	Dan Evon	None	Did Planned Parenthood Defend Bill Cosby?	30 April 2018	None	['None']
snes-06218	Four refueling tips help consumers get the most from their gasoline dollar.	mixture	https://www.snopes.com/fact-check/tips-for-pumping-gas/	None	Inboxer Rebellion	None	David Mikkelson	None	Tips on Pumping Gas	10 September 2007	None	['None']
snes-01099	A photograph shows a plane with banner reading "Where's my damn dinner?" flying over the Women's March.	false	https://www.snopes.com/fact-check/wheres-damn-dinner-plane-banner-flown-womens-march/	None	Fauxtography	None	Dan Evon	None	Did a Plane Fly a ‘Where’s My Damn Dinner?’ Banner Over the Women’s March?	30 January 2018	None	['None']
snes-05813	The skeleton of a giant human was uncovered during gas exploration in Saudi Arabia.	false	https://www.snopes.com/fact-check/giant-skeleton-uncovered-saudi-arabia/	None	Viral Phenomena	None	David Mikkelson	None	Giant Skeleton Uncovered in Saudi Arabia	21 June 2004	None	['Saudi_Arabia']
snes-05001	Is 'Beetlejuice 2' Coming Soon?	false	https://www.snopes.com/fact-check/beetlejuice-2-coming-soon/	None	Uncategorized	None	Kim LaCapria	None	Is ‘Beetlejuice 2’ Coming Soon?	28 March 2016	None	['None']
snes-02719	A photograph shows Melania Trump posing in front of a jet while pregnant.	true	https://www.snopes.com/fact-check/melania-trump-jet/	None	Fauxtography	None	Dan Evon	None	Pregnant Melania Trump Stands in Front of Jet?	28 March 2017	None	['None']
snes-04523	Swedish police have introduced anti-sexual assault bracelets due to an increase in "refugee rape."	mixture	https://www.snopes.com/fact-check/swedish-police-bracelets/	None	Immigration	None	Kim LaCapria	None	Swedish Police Hand Out ‘Don’t Touch Me’ Bracelets to Stop Refugee Rapists?	30 June 2016	None	['Sweden']
snes-03264	Harlem Flake	false	https://www.snopes.com/fact-check/degrasse-tyson-robbed-a-dope-dealer-in-harlem/	None	Questionable Quotes	None	Kim LaCapria	None	DeGrasse Tyson Robbed ‘a Dope Dealer in Harlem’	27 December 2016	None	['None']
snes-00730	A npedophile was found dead in his prison cell after his testicles were removed and his injuries went untreated.	mostly false	https://www.snopes.com/fact-check/prisoner-died-testicles-missing/	None	Junk News	None	David Mikkelson	None	Was a Pedophile Who Raped a 5-Year-Old Found Dead in Prison with His ‘Testicles Missing’?	23 April 2018	None	['None']
snes-03938	No one is calling out the racist killing of a white woman by a "black gang."	mixture	https://www.snopes.com/fact-check/racial-murder-elderly-white-woman/	None	Crime	None	Bethania Palma	None	Nation Ignores ‘Racist’ Murder of Elderly White Woman?	27 September 2016	None	['None']
snes-01415	Service station customers are getting stuck by HIV-loaded syringes affixed to gas pump handles.	false	https://www.snopes.com/fact-check/hiv-needles-gas-pump-handles/	None	Horrors	None	Snopes Staff	None	Are Motorists Finding HIV-Infected Needles on Gas Pump Handles?	4 July 2000	None	['None']
snes-01564	An image shows President Trump getting a spray tan in the oval office.	false	https://www.snopes.com/fact-check/trump-spray-tan-oval-office/	None	Fauxtography	None	Dan Evon	None	Does a Photograph Show President Trump Getting a Spray Tan in the Oval Office?	18 October 2017	None	['None']
snes-05149	Ted Cruz said that there were no mass shootings when "gays stayed hidden."	false	https://www.snopes.com/fact-check/ted-cruz-mass-shootings/	None	Junk News	None	Dan Evon	None	Ted Cruz Blames Gay People for Mass Shootings?	26 February 2016	None	['Ted_Cruz']
snes-05806	Mr. Rogers' Rumor Neighborhood	false	https://www.snopes.com/fact-check/fred-rogers-rumors/	None	Entertainment	None	David Mikkelson	None	Mr. Rogers’ Rumor Neighborhood	29 June 2007	None	['None']
snes-03231	Bristol Palin said performers were afraid performing a his inauguration would cause them to "fall in love" with Donald Trump.	false	https://www.snopes.com/fact-check/bristol-palin-artists-inauguration-love-trump/	None	Junk News	None	Kim LaCapria	None	Did Bristol Palin Say Artists Won’t Play Inauguration for Fear of Falling in Love with Trump?	30 December 2016	None	['Sarah_Palin', 'Donald_Trump']
snes-00530	President Trump is signing a law legalizing marijuana across the United States.	false	https://www.snopes.com/fact-check/trump-administration-set-legalize-medical-marijuana-50-states/	None	Medical	None	Kim LaCapria	None	Is the Trump Administration Set to Legalize Medical Marijuana ‘in All 50 States’?	30 May 2018	None	['United_States']
snes-00006	“Presidential alerts” are capable of accessing the E911 chip in your phones, which provides the government full access to your location, microphone, camera and every function of your phone.	false	https://www.snopes.com/fact-check/presidential-alerts-control-phones/	None	Technology	None	Alex Kasprak	None	Do Presidential Alerts Give the Government Total Access to Your Phone?	5 October 2018	None	['None']
snes-03534	The State of Texas announced it would no longer be issuing birth certificates to the children of undocumented immigrants.	outdated	https://www.snopes.com/fact-check/texas-birth-certificates-illegals/	None	Immigration	None	Kim LaCapria	None	Texas No Longer Issuing Birth Certificates to Babies Born to Undocumented Immigrants?	16 November 2016	None	['None']
snes-06119	An item titled "Clint Eastwood's Twilight Years" records words expressed by the actor.	false	https://www.snopes.com/fact-check/twilight-years/	None	Quotes	None	David Mikkelson	None	Clint Eastwood’s Twilight Years	3 March 2014	None	['Clint_Eastwood']
snes-01351	The Tax Cuts and Jobs Act of 2017 calls for eliminating or severely curtailing the personal casualty deduction for losses from wildfires and other natural disasters.	true	https://www.snopes.com/fact-check/tax-bill-deduction-losses-wildfires/	None	Politics	None	David Emery	None	Does the 2017 Tax Plan Eliminate Deduction for Losses from Wildfires, Other Natural Disasters?	8 December 2017	None	['None']
snes-05431	A photograph shows a whale near a big wave surfer.	false	https://www.snopes.com/fact-check/fake-whale-surfer-photo/	None	Fauxtography	None	Dan Evon	None	Photoshopped Image Shows Whale Next to Surfer	30 December 2015	None	['None']
snes-00439	Speaking of Donald Trump's presidency, former Secretary of State Henry Kissinger referred to him as the "one true leader."	false	https://www.snopes.com/fact-check/henry-kissinger-trump-one-true-leader/	None	Questionable Quotes	None	David Emery	None	Did Henry Kissinger Say Donald Trump Is the ‘One True Leader’?	19 June 2018	None	['Donald_Trump']
snes-00314	A photograph shows the Obama family in Cuba wearing Che Guevara shirts.	false	https://www.snopes.com/fact-check/obamas-guevara-shirts/	None	Fauxtography	None	Dan Evon	None	Did the Obamas Wear Che Guevara Shirts During a Cuban Trip?	20 July 2018	None	['Che_Guevara', 'Barack_Obama', 'Cuba']
snes-06206	Adolf Hitler once said, "To conquer a nation, you must first disarm its citizens."	mixture	https://www.snopes.com/fact-check/to-conquer-a-nation/	None	Quotes	None	David Mikkelson	None	Adolf Hitler – To Conquer a Nation	7 December 2015	None	['None']
