pose-00147	"Require the Pentagon to develop a strategy for figuring out when contracting makes sense and when it doesn't, rather than continually handing off governmental jobs to well-connected companies."	compromise	https://www.politifact.com/truth-o-meter/promises/obameter/promise/159/set-standards-for-when-the-government-should-hire-/	None	obameter	Barack Obama	None	None	Set standards for when the government should hire defense contractors	2010-01-07T13:26:50	None	['None']
pose-00861	Will sign tort reform legislation. “For too many years, policy decisions in Madison have been designed to make it easier for trial lawyers in search of deep pockets to sue. I will push for legal reforms so that instead of defending frivolous lawsuits, businesses can invest in their operations and workers.”	promise kept	https://www.politifact.com/wisconsin/promises/walk-o-meter/promise/893/curb-frivolous-lawsuits-through-legal-reforms/	None	walk-o-meter	Scott Walker	None	None	Curb frivolous lawsuits through legal reforms	2011-01-28T19:09:13	None	['None']
pose-00518	Will push "policymakers in Madison (to) recognize that our Chronic Wasting Disease efforts aren’t working and shift to a strategy that makes sense for our hunters."	promise kept	https://www.politifact.com/wisconsin/promises/walk-o-meter/promise/539/change-to-hunter-friendly-chronic-wasting-disease/	None	walk-o-meter	Scott Walker	None	None	Change to hunter-friendly chronic wasting disease strategy	2010-12-20T23:16:36	None	['None']
pose-00811	"I don't want to be president of the United States. I'm not going to run for the presidency of the United States."	promise broken	https://www.politifact.com/texas/promises/perry-o-meter/promise/843/wont-run-for-president/	None	perry-o-meter	Rick Perry	None	None	Won't run for president	2011-01-13T12:33:38	None	['United_States']
pose-00895	"The first year ... The question of affordable housing for first-time homebuyers and the rehabilitation of existing homes is a priority for a Buckhorn Administration. Together with our lending partners, our housing initiative will build a program modeled after the successful Challenge Fund. ... This program will ... include down payment assistance, reduction in origination fees, reduced interest rates, streamlined loan applications and assistance in preparing and packaging the loans."	compromise	https://www.politifact.com/florida/promises/buck-o-meter/promise/927/create-a-housing-program-modeled-after-the-challen/	None	buck-o-meter	Bob Buckhorn	None	None	Create a housing program modeled after the Challenge Fund	2011-05-18T14:33:25	None	['None']
pose-00183	Obama will "immediately stand down all nuclear forces to be reduced under the Moscow Treaty and urge Russia to do the same."	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/197/stand-down-nuclear-forces-to-be-reduced-under-the-/	None	obameter	Barack Obama	None	None	Stand down nuclear forces to be reduced under the Moscow Treaty	2010-01-07T13:26:51	None	['Russia', 'Barack_Obama']
pose-00365	"Will work with other interested governments to establish a new international nuclear energy architecture - including an international nuclear fuel bank, international nuclear fuel cycle centers, and reliable fuel supply assurances - to meet growing demands for nuclear power without contributing to the proliferation of nuclear materials and fuel production facilities."	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/384/enact-measures-to-prevent-nuclear-fuel-from-becomi/	None	obameter	Barack Obama	None	None	Enact measures to prevent nuclear fuel from becoming nuclear bombs	2010-01-07T13:26:57	None	['None']
pose-00018	The Research & Development tax credit and the renewable energy production tax credit are intended to spur innovation in the private sector, but the tax credits have expiration dates under current law. Obama would make them permanent.	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/20/make-permanent-the-research-development-tax-cred/	None	obameter	Barack Obama	None	None	Make permanent the Research & Development tax credit	2010-01-07T13:26:45	None	['Barack_Obama']
pose-01201	"Conduct a review of all city holdings to see if any could or should be sold. Consider using the potential revenue to pay other one-time expenses that might be incurred."	in the works	https://www.politifact.com/texas/promises/adler-o-meter/promise/1291/look-surplus-properties-sell/	None	adler-o-meter	Steve Adler	None	None	Look for surplus properties to sell	2015-01-19T00:02:00	None	['None']
pose-00048	Require insurance companies "to cover pre-existing conditions so all Americans, regardless of their health status or history, can get comprehensive benefits at fair and stable premiums."	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/51/require-insurance-companies-to-cover-pre-existing-/	None	obameter	Barack Obama	None	None	Require insurance companies to cover pre-existing conditions	2010-01-07T13:26:46	None	['United_States']
pose-01092	As governor, Gina will: Review all of the state's regulations within her first year of office, and eliminate overly burdensome or duplicative rules.	promise kept	https://www.politifact.com/rhode-island/promises/gina-meter/promise/1175/review-all-states-regulations-within-her-first-yea/	None	gina-meter	Gina Raimondo	None	None	Review all of the state's regulations within her first year of office	2014-12-19T07:29:46	None	['None']
pose-00598	"As governor, Rick will work toward energy independence from foreign oil with the expansion of nuclear power, the use of alternative fuels and ensure that we can drill for oil safely.”	compromise	https://www.politifact.com/florida/promises/scott-o-meter/promise/622/expand-use-of-nuclear-power-and-alternative-fuels/	None	scott-o-meter	Rick Scott	None	None	Expand use of nuclear power and alternative fuels	2010-12-21T09:36:20	None	['None']
pose-00726	Will push capital gains break through the 2011 session.	stalled	https://www.politifact.com/oregon/promises/kitz-o-meter/promise/756/push-capital-gains-tax-break/	None	kitz-o-meter	John Kitzhaber	None	None	Push capital gains tax break	2011-01-04T21:58:42	None	['None']
pose-01276	“We’re going to put America first. That includes canceling billions in climate change spending for the United Nations."	compromise	https://www.politifact.com/truth-o-meter/promises/trumpometer/promise/1367/cancel-global-warming-payments-united-nations/	None	trumpometer	Donald Trump	None	None	Cancel global warming payments to the United Nations	2017-01-17T08:38:05	None	['United_States', 'United_Nations']
pose-00998	"I know it's not going to be easy when the next governor takes office, but taxes are job killers. The last thing we should do is raise taxes on a population that is already struggling and a small business community that has been forced to cut back. ... Tennessee already has the highest combined state and average local sales tax rate in the nation and I will not allow it to get any higher."	promise kept	https://www.politifact.com/tennessee/promises/haslam-o-meter/promise/1065/wont-raise-taxes/	None	haslam-o-meter	Bill Haslam	None	None	Won't raise taxes	2012-01-18T14:44:56	None	['Tennessee']
pose-00606	"The assessment of teacher quality must include the incorporation of change in the classroom. The incorporation of technology, new delivery media, societal change all impact learning styles and ultimately the ability of our students to meet the ever-changing requirements in the workforce."	compromise	https://www.politifact.com/florida/promises/scott-o-meter/promise/631/include-use-of-technology-in-teacher-evaluations/	None	scott-o-meter	Rick Scott	None	None	Include use of technology in teacher evaluations	2010-12-21T09:36:20	None	['None']
pose-00156	"As president, Barack Obama will integrate federal agencies and the military in stabilization and aid efforts. Obama will set up new Mobile Development Teams that bring together personnel from the State Department, Pentagon and the U.S. Agency for International Development (USAID) to deploy to regions at risk."	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/168/better-integrate-efforts-of-federal-agencies-with-/	None	obameter	Barack Obama	None	None	Better integrate efforts of federal agencies with the military through new Mobile Development Teams	2010-01-07T13:26:50	None	['Barack_Obama', 'United_States_Department_of_State', 'The_Pentagon', 'United_States_Agency_for_International_Development']
pose-00052	"Large employers that do not offer meaningful coverage or make a meaningful contribution to the cost of quality health coverage for their employees will be required to contribute a percentage of payroll toward the costs of the national plan. Small businesses will be exempt from this requirement."	promise kept	https://www.politifact.com/truth-o-meter/promises/obameter/promise/55/require-large-employers-to-contribute-to-a-nationa/	None	obameter	Barack Obama	None	None	Require large employers to contribute to a national health plan	2010-01-07T13:26:46	None	['None']
pose-00099	"The Social Security Administration (SSA) has been consistently under-funded, resulting in unconscionable delays in initial claims determinations and hearings for individuals applying for the Social Security Disability Insurance (SSDI) and Social Security Supplement Security Income (SSI) programs. ... Barack Obama and Joe Biden are committed to streamlining the current application and appeals procedures to reduce the confusion that surrounds these important programs. As president, Obama will also ensure that the SSA has the funding it needs to hire judges and staff and to invest in technology to expedite final decisions."	compromise	https://www.politifact.com/truth-o-meter/promises/obameter/promise/102/streamline-the-social-security-disability-approval/	None	obameter	Barack Obama	None	None	Streamline the Social Security disability approval process	2010-01-07T13:26:48	None	['Barack_Obama', 'Joe_Biden', 'Social_Security_Administration', 'Social_Security_Disability_Insurance']
